n_scenarios,n_projects,repetition,maxmin_time,minmax_regret_time
5,10,1,0.01598072052001953,0.05779886245727539
5,10,2,0.012841463088989258,0.06276321411132812
5,10,3,0.013976097106933594,0.05623483657836914
5,10,4,0.012855768203735352,0.05451512336730957
5,10,5,0.013382911682128906,0.05278778076171875
5,10,6,0.014581918716430664,0.0559687614440918
5,10,7,0.012463808059692383,0.05276298522949219
5,10,8,0.012512445449829102,0.054955244064331055
5,10,9,0.012171268463134766,0.054641008377075195
5,10,10,0.013182401657104492,0.05452537536621094
5,10,11,0.013037443161010742,0.05457663536071777
5,10,12,0.013624429702758789,0.053839683532714844
5,10,13,0.014063358306884766,0.05402016639709473
5,10,14,0.012171268463134766,0.05315828323364258
5,10,15,0.012458086013793945,0.05462050437927246
5,10,16,0.012967586517333984,0.0541996955871582
5,10,17,0.01266026496887207,0.053809165954589844
5,10,18,0.013017654418945312,0.05448484420776367
5,10,19,0.01351165771484375,0.05418992042541504
5,10,20,0.013402223587036133,0.05556178092956543
5,10,21,0.014961719512939453,0.055643320083618164
5,10,22,0.013714075088500977,0.05429196357727051
5,10,23,0.013765573501586914,0.053417205810546875
5,10,24,0.013319969177246094,0.05401134490966797
5,10,25,0.012675046920776367,0.05436277389526367
5,10,26,0.012064456939697266,0.05513620376586914
5,10,27,0.013669967651367188,0.054738759994506836
5,10,28,0.01179051399230957,0.05494117736816406
5,10,29,0.013996124267578125,0.05465435981750488
5,10,30,0.014195680618286133,0.05347490310668945
5,10,31,0.01214456558227539,0.05277514457702637
5,10,32,0.01220393180847168,0.05314183235168457
5,10,33,0.013481616973876953,0.05497455596923828
5,10,34,0.015015363693237305,0.05585813522338867
5,10,35,0.012714624404907227,0.05529165267944336
5,10,36,0.013220071792602539,0.05375313758850098
5,10,37,0.014047861099243164,0.05480051040649414
5,10,38,0.013638496398925781,0.05536675453186035
5,10,39,0.014001846313476562,0.053972482681274414
5,10,40,0.014455080032348633,0.054975271224975586
5,10,41,0.013609886169433594,0.054824113845825195
5,10,42,0.01459813117980957,0.05356001853942871
5,10,43,0.014137506484985352,0.053800106048583984
5,10,44,0.013055562973022461,0.05381584167480469
5,10,45,0.011935949325561523,0.05307483673095703
5,10,46,0.013235807418823242,0.05374717712402344
5,10,47,0.012942790985107422,0.053817033767700195
5,10,48,0.013660907745361328,0.0541534423828125
5,10,49,0.012933731079101562,0.05304551124572754
5,10,50,0.013314247131347656,0.05593252182006836
5,15,1,0.015585660934448242,0.056174278259277344
5,15,2,0.014923334121704102,0.05768275260925293
5,15,3,0.015094280242919922,0.055864810943603516
5,15,4,0.012266159057617188,0.056870222091674805
5,15,5,0.014806509017944336,0.05568265914916992
5,15,6,0.014473676681518555,0.056780099868774414
5,15,7,0.015673160552978516,0.056748390197753906
5,15,8,0.013582229614257812,0.05525660514831543
5,15,9,0.015424251556396484,0.058533430099487305
5,15,10,0.014833211898803711,0.057092905044555664
5,15,11,0.014508962631225586,0.05766129493713379
5,15,12,0.014669179916381836,0.05727219581604004
5,15,13,0.01516103744506836,0.05633378028869629
5,15,14,0.013920307159423828,0.05586814880371094
5,15,15,0.013149738311767578,0.11424589157104492
5,15,16,0.03697991371154785,0.06479191780090332
5,15,17,0.013720035552978516,0.05504894256591797
5,15,18,0.014575719833374023,0.05628061294555664
5,15,19,0.015964746475219727,0.05602383613586426
5,15,20,0.01213216781616211,0.05568575859069824
5,15,21,0.015780925750732422,0.05676722526550293
5,15,22,0.013151407241821289,0.05620265007019043
5,15,23,0.012389659881591797,0.05633544921875
5,15,24,0.01354360580444336,0.0555272102355957
5,15,25,0.013080835342407227,0.05712556838989258
5,15,26,0.015796422958374023,0.05894327163696289
5,15,27,0.014235734939575195,0.05820512771606445
5,15,28,0.013899803161621094,0.058425188064575195
5,15,29,0.01462554931640625,0.05653715133666992
5,15,30,0.012140035629272461,0.06015777587890625
5,15,31,0.015635251998901367,0.05936026573181152
5,15,32,0.01363515853881836,0.055893659591674805
5,15,33,0.013298988342285156,0.05772995948791504
5,15,34,0.015131473541259766,0.05719900131225586
5,15,35,0.01577138900756836,0.05838942527770996
5,15,36,0.013924837112426758,0.05569601058959961
5,15,37,0.01329946517944336,0.05753064155578613
5,15,38,0.01455235481262207,0.0568087100982666
5,15,39,0.014346599578857422,0.057296037673950195
5,15,40,0.01519012451171875,0.05761265754699707
5,15,41,0.014253854751586914,0.05557990074157715
5,15,42,0.013675689697265625,0.05405020713806152
5,15,43,0.01233363151550293,0.05591893196105957
5,15,44,0.015567302703857422,0.05632805824279785
5,15,45,0.014564990997314453,0.0582120418548584
5,15,46,0.014594554901123047,0.05543923377990723
5,15,47,0.013592720031738281,0.056199073791503906
5,15,48,0.01526188850402832,0.05772566795349121
5,15,49,0.014281511306762695,0.05619549751281738
5,15,50,0.013294219970703125,0.05536460876464844
5,20,1,0.016648292541503906,0.06074213981628418
5,20,2,0.016423940658569336,0.05940818786621094
5,20,3,0.015816211700439453,0.05805563926696777
5,20,4,0.02286839485168457,0.060945987701416016
5,20,5,0.013753890991210938,0.05812835693359375
5,20,6,0.014149904251098633,0.058612823486328125
5,20,7,0.01604485511779785,0.05791592597961426
5,20,8,0.0144500732421875,0.06819891929626465
5,20,9,0.01766204833984375,0.06324410438537598
5,20,10,0.017102479934692383,0.05810117721557617
5,20,11,0.024123668670654297,0.06379032135009766
5,20,12,0.016699790954589844,0.06128239631652832
5,20,13,0.014493227005004883,0.06053924560546875
5,20,14,0.016396045684814453,0.06302189826965332
5,20,15,0.01583695411682129,0.06079244613647461
5,20,16,0.015751123428344727,0.05732464790344238
5,20,17,0.017049789428710938,0.05918550491333008
5,20,18,0.018195629119873047,0.06331014633178711
5,20,19,0.015809059143066406,0.06229877471923828
5,20,20,0.01363992691040039,0.057660579681396484
5,20,21,0.015915632247924805,0.057005882263183594
5,20,22,0.016149520874023438,0.060076236724853516
5,20,23,0.015361547470092773,0.05875539779663086
5,20,24,0.014410972595214844,0.05926847457885742
5,20,25,0.0207974910736084,0.059203147888183594
5,20,26,0.01571345329284668,0.0600581169128418
5,20,27,0.015353202819824219,0.06026601791381836
5,20,28,0.016684532165527344,0.06199288368225098
5,20,29,0.015020370483398438,0.05954122543334961
5,20,30,0.019917011260986328,0.06227827072143555
5,20,31,0.014551877975463867,0.059615373611450195
5,20,32,0.01829218864440918,0.062186479568481445
5,20,33,0.014228105545043945,0.07426166534423828
5,20,34,0.01727461814880371,0.06139230728149414
5,20,35,0.015282869338989258,0.07782864570617676
5,20,36,0.017675161361694336,0.05702042579650879
5,20,37,0.014864444732666016,0.05797386169433594
5,20,38,0.018071889877319336,0.06445693969726562
5,20,39,0.013768196105957031,0.05797839164733887
5,20,40,0.025532960891723633,0.05931830406188965
5,20,41,0.014584064483642578,0.05910801887512207
5,20,42,0.014018774032592773,0.05962395668029785
5,20,43,0.016800403594970703,0.060131072998046875
5,20,44,0.015134334564208984,0.05814027786254883
5,20,45,0.014861583709716797,0.057740211486816406
5,20,46,0.018579959869384766,0.060835838317871094
5,20,47,0.01563262939453125,0.0584874153137207
5,20,48,0.016924142837524414,0.05690312385559082
5,20,49,0.014464139938354492,0.057448625564575195
5,20,50,0.01788163185119629,0.05857110023498535
5,25,1,0.01825690269470215,0.0675044059753418
5,25,2,0.018630027770996094,0.06670117378234863
5,25,3,0.01673126220703125,0.06169247627258301
5,25,4,0.01885247230529785,0.06248831748962402
5,25,5,0.01571178436279297,0.05822610855102539
5,25,6,0.015999794006347656,0.0661325454711914
5,25,7,0.014407157897949219,0.05765676498413086
5,25,8,0.01848316192626953,0.062220096588134766
5,25,9,0.017563819885253906,0.06185197830200195
5,25,10,0.015183687210083008,0.06719756126403809
5,25,11,0.016390323638916016,0.07620453834533691
5,25,12,0.014507532119750977,0.0669701099395752
5,25,13,0.015928030014038086,0.06069779396057129
5,25,14,0.018338918685913086,0.06438040733337402
5,25,15,0.0158689022064209,0.05936789512634277
5,25,16,0.01904463768005371,0.060782670974731445
5,25,17,0.016150236129760742,0.058942556381225586
5,25,18,0.018175601959228516,0.06110787391662598
5,25,19,0.016462326049804688,0.06243395805358887
5,25,20,0.01436471939086914,0.062392234802246094
5,25,21,0.014560222625732422,0.06540489196777344
5,25,22,0.023396730422973633,0.06772041320800781
5,25,23,0.02274608612060547,0.06628990173339844
5,25,24,0.01811528205871582,0.07761025428771973
5,25,25,0.016149282455444336,0.05897259712219238
5,25,26,0.01764655113220215,0.06241798400878906
5,25,27,0.0254669189453125,0.06517481803894043
5,25,28,0.016860008239746094,0.0597226619720459
5,25,29,0.03340935707092285,0.07922744750976562
5,25,30,0.041115522384643555,0.0636587142944336
5,25,31,0.01974797248840332,0.06232094764709473
5,25,32,0.023570537567138672,0.06089282035827637
5,25,33,0.015568733215332031,0.062346696853637695
5,25,34,0.01671457290649414,0.0599822998046875
5,25,35,0.015739917755126953,0.06202387809753418
5,25,36,0.026614665985107422,0.06581497192382812
5,25,37,0.017925024032592773,0.08413863182067871
5,25,38,0.01831984519958496,0.06974411010742188
5,25,39,0.017400503158569336,0.07169389724731445
5,25,40,0.021744489669799805,0.062029361724853516
5,25,41,0.01708817481994629,0.06664776802062988
5,25,42,0.018030405044555664,0.06365108489990234
5,25,43,0.02135014533996582,0.06338715553283691
5,25,44,0.018069982528686523,0.06381940841674805
5,25,45,0.015646934509277344,0.06144523620605469
5,25,46,0.014623165130615234,0.05882859230041504
5,25,47,0.01814103126525879,0.060846567153930664
5,25,48,0.01939082145690918,0.060369014739990234
5,25,49,0.015765666961669922,0.06399011611938477
5,25,50,0.015074729919433594,0.062105417251586914
5,30,1,0.031105995178222656,0.06212735176086426
5,30,2,0.03017711639404297,0.0670785903930664
5,30,3,0.03167915344238281,0.08565449714660645
5,30,4,0.016319990158081055,0.06575655937194824
5,30,5,0.02425670623779297,0.07123208045959473
5,30,6,0.0166928768157959,0.06037449836730957
5,30,7,0.024654626846313477,0.0838460922241211
5,30,8,0.026136398315429688,0.0674741268157959
5,30,9,0.02301478385925293,0.0649421215057373
5,30,10,0.02500176429748535,0.0725555419921875
5,30,11,0.019639253616333008,0.06891703605651855
5,30,12,0.028934955596923828,0.08199763298034668
5,30,13,0.01255488395690918,0.06181693077087402
5,30,14,0.019871234893798828,0.0659480094909668
5,30,15,0.027179241180419922,0.06093478202819824
5,30,16,0.019261837005615234,0.06702518463134766
5,30,17,0.014155387878417969,0.10398459434509277
5,30,18,0.024200916290283203,0.06654667854309082
5,30,19,0.022752046585083008,0.07495760917663574
5,30,20,0.021609783172607422,0.06482195854187012
5,30,21,0.02980494499206543,0.06736445426940918
5,30,22,0.020817995071411133,0.06682825088500977
5,30,23,0.022012948989868164,0.06435608863830566
5,30,24,0.02260112762451172,0.07033419609069824
5,30,25,0.02265334129333496,0.06659317016601562
5,30,26,0.025365114212036133,0.061672210693359375
5,30,27,0.020612001419067383,0.06894207000732422
5,30,28,0.02943730354309082,0.06376218795776367
5,30,29,0.023852825164794922,0.06898665428161621
5,30,30,0.021998882293701172,0.06570649147033691
5,30,31,0.02781224250793457,0.06354951858520508
5,30,32,0.021965742111206055,0.06746053695678711
5,30,33,0.024036407470703125,0.10299015045166016
5,30,34,0.025851726531982422,0.06585836410522461
5,30,35,0.02263927459716797,0.06172609329223633
5,30,36,0.0222017765045166,0.07790470123291016
5,30,37,0.0147552490234375,0.07212185859680176
5,30,38,0.023838281631469727,0.0759432315826416
5,30,39,0.020041465759277344,0.06640386581420898
5,30,40,0.019718170166015625,0.06740760803222656
5,30,41,0.021977901458740234,0.06438398361206055
5,30,42,0.016644954681396484,0.06574797630310059
5,30,43,0.022823095321655273,0.07614731788635254
