n_scenarios,n_projects,repetition,maxowa_time,minowa_regret_time
5,40,33,0.027286291122436523,0.08736109733581543
5,40,34,0.026697635650634766,0.18395137786865234
5,40,35,0.03579401969909668,0.0903923511505127
5,40,36,0.03129744529724121,0.0952303409576416
5,40,37,0.0360722541809082,0.10507678985595703
5,40,38,0.04358053207397461,0.08889389038085938
5,40,39,0.03151202201843262,0.09327077865600586
5,40,40,0.032054901123046875,0.08187723159790039
5,40,41,0.038259029388427734,0.08295488357543945
5,40,42,0.03117680549621582,0.12639188766479492
5,40,43,0.024858713150024414,0.07832980155944824
5,40,44,0.03220963478088379,0.0963125228881836
5,40,45,0.03216123580932617,0.07524585723876953
5,40,46,0.04172945022583008,0.1006770133972168
5,40,47,0.029896259307861328,0.07577300071716309
5,40,48,0.02465343475341797,0.0710599422454834
5,40,49,0.0260317325592041,0.09459662437438965
5,40,50,0.028884172439575195,0.08866524696350098
5,45,1,0.03784608840942383,0.10459256172180176
5,45,2,0.028195619583129883,0.08205604553222656
5,45,3,0.04426145553588867,0.11311078071594238
5,45,4,0.028637409210205078,0.09651708602905273
5,45,5,0.04361081123352051,0.09669375419616699
5,45,6,0.038611412048339844,0.10340762138366699
5,45,7,0.0674276351928711,0.11429929733276367
5,45,8,0.03725624084472656,0.11368250846862793
5,45,9,0.04579496383666992,0.0850822925567627
5,45,10,0.04773211479187012,0.12286758422851562
5,45,11,0.03740358352661133,0.10364508628845215
5,45,12,0.030574560165405273,0.09505534172058105
5,45,13,0.042659759521484375,0.09270501136779785
5,45,14,0.03397226333618164,0.09634232521057129
5,45,15,0.030251026153564453,0.0962674617767334
5,45,16,0.027123451232910156,0.07980775833129883
5,45,17,0.043825626373291016,0.11211943626403809
5,45,18,0.03346443176269531,0.10080909729003906
5,45,19,0.03699016571044922,0.09868097305297852
5,45,20,0.026938676834106445,0.09462761878967285
5,45,21,0.036812543869018555,0.09388279914855957
5,45,22,0.05020594596862793,0.0766606330871582
5,45,23,0.04305696487426758,0.09514904022216797
5,45,24,0.02626323699951172,0.09734511375427246
5,45,25,0.038664817810058594,0.09499859809875488
5,45,26,0.03249812126159668,0.09091758728027344
5,45,27,0.03970599174499512,0.10533285140991211
5,45,28,0.03784942626953125,0.07826590538024902
5,45,29,0.0417475700378418,0.09134650230407715
5,45,30,0.04781389236450195,0.09502792358398438
5,45,31,0.030522584915161133,0.10053420066833496
5,45,32,0.027949094772338867,0.09765124320983887
5,45,33,0.03442025184631348,0.07440185546875
5,45,34,0.03088235855102539,0.09720993041992188
5,45,35,0.02773737907409668,0.10785436630249023
5,45,36,0.026695728302001953,0.09151244163513184
5,45,37,0.031323909759521484,0.08306121826171875
5,45,38,0.03092169761657715,0.07492303848266602
5,45,39,0.028947114944458008,0.08486819267272949
5,45,40,0.03154110908508301,0.09049105644226074
5,45,41,0.03779768943786621,0.11148810386657715
5,45,42,0.03872323036193848,0.0845639705657959
5,45,43,0.027093887329101562,0.09426450729370117
5,45,44,0.027864694595336914,0.07621431350708008
5,45,45,0.027150869369506836,0.07962369918823242
5,45,46,0.030100107192993164,0.08926081657409668
5,45,47,0.03627324104309082,0.09769606590270996
5,45,48,0.05449175834655762,0.14191174507141113
5,45,49,0.04024791717529297,0.13177847862243652
5,45,50,0.038436174392700195,0.08723187446594238
5,50,1,0.028810977935791016,0.08123898506164551
5,50,2,0.027601003646850586,0.1116781234741211
5,50,3,0.04410266876220703,0.10786867141723633
5,50,4,0.06337809562683105,0.11932086944580078
5,50,5,0.041712284088134766,0.12120342254638672
5,50,6,0.039354801177978516,0.1125192642211914
5,50,7,0.03131508827209473,0.09931159019470215
5,50,8,0.04017519950866699,0.0971987247467041
5,50,9,0.0355377197265625,0.09744691848754883
5,50,10,0.04668474197387695,0.11262869834899902
5,50,11,0.04450869560241699,0.10584187507629395
5,50,12,0.04143714904785156,0.10407471656799316
5,50,13,0.029724836349487305,0.09384870529174805
5,50,14,0.03408479690551758,0.09494614601135254
5,50,15,0.04288077354431152,0.09517765045166016
5,50,16,0.03675699234008789,0.11458086967468262
5,50,17,0.0303494930267334,0.11000704765319824
5,50,18,0.042973995208740234,0.11905527114868164
5,50,19,0.05599665641784668,0.12841439247131348
5,50,20,0.04939579963684082,0.11246085166931152
5,50,21,0.0428926944732666,0.11810588836669922
5,50,22,0.03307676315307617,0.09931135177612305
5,50,23,0.028681278228759766,0.09360241889953613
5,50,24,0.038619279861450195,0.1009988784790039
5,50,25,0.04757285118103027,0.11937594413757324
5,50,26,0.0351412296295166,0.12166190147399902
5,50,27,0.03273367881774902,0.10759735107421875
5,50,28,0.0373995304107666,0.10355138778686523
5,50,29,0.05030536651611328,0.11471843719482422
5,50,30,0.0355379581451416,0.09271574020385742
5,50,31,0.03384709358215332,0.08436799049377441
5,50,32,0.06419801712036133,0.12743902206420898
5,50,33,0.03159046173095703,0.11971068382263184
5,50,34,0.06658148765563965,0.13414430618286133
5,50,35,0.034998178482055664,0.09537339210510254
5,50,36,0.04288005828857422,0.1109166145324707
5,50,37,0.033460140228271484,0.10306167602539062
5,50,38,0.030280590057373047,0.09742569923400879
5,50,39,0.03300833702087402,0.08176875114440918
5,50,40,0.03635692596435547,0.0819094181060791
5,50,41,0.03569746017456055,0.08162474632263184
5,50,42,0.03498268127441406,0.10884547233581543
5,50,43,0.03584551811218262,0.11460590362548828
5,50,44,0.02964615821838379,0.09321379661560059
5,50,45,0.04316377639770508,0.10404109954833984
5,50,46,0.034842491149902344,0.12448263168334961
5,50,47,0.03298664093017578,0.0891578197479248
5,50,48,0.04967331886291504,0.11109542846679688
5,50,49,0.03554224967956543,0.09711384773254395
5,50,50,0.03024435043334961,0.09360361099243164
10,10,1,0.029584407806396484,0.11476349830627441
10,10,2,0.02992391586303711,0.12361884117126465
10,10,3,0.030173778533935547,0.11214542388916016
10,10,4,0.03093552589416504,0.11208701133728027
10,10,5,0.02951526641845703,0.11742734909057617
10,10,6,0.03220224380493164,0.11917901039123535
10,10,7,0.030054330825805664,0.1218113899230957
10,10,8,0.032202959060668945,0.11409187316894531
10,10,9,0.02967381477355957,0.11103010177612305
10,10,10,0.029161691665649414,0.12060213088989258
10,10,11,0.02990412712097168,0.11925077438354492
10,10,12,0.028132915496826172,0.1106572151184082
10,10,13,0.032645225524902344,0.10758829116821289
10,10,14,0.028142452239990234,0.12178683280944824
10,10,15,0.03208518028259277,0.130723237991333
10,10,16,0.030562162399291992,0.1120755672454834
10,10,17,0.02856302261352539,0.1113884449005127
10,10,18,0.02940845489501953,0.11207127571105957
10,10,19,0.02965521812438965,0.12073898315429688
10,10,20,0.030689239501953125,0.1311652660369873
10,10,21,0.02983689308166504,0.11508893966674805
10,10,22,0.031281471252441406,0.1196279525756836
10,10,23,0.029748201370239258,0.11522316932678223
10,10,24,0.03848075866699219,0.12893891334533691
10,10,25,0.028877735137939453,0.11235332489013672
10,10,26,0.03132510185241699,0.12357020378112793
10,10,27,0.02943730354309082,0.11162209510803223
10,10,28,0.030400753021240234,0.11332988739013672
10,10,29,0.029778480529785156,0.1233072280883789
10,10,30,0.030734777450561523,0.11451005935668945
10,10,31,0.03280305862426758,0.11665606498718262
10,10,32,0.028960227966308594,0.1132652759552002
10,10,33,0.034859657287597656,0.11849832534790039
10,10,34,0.029526710510253906,0.11466574668884277
10,10,35,0.03564786911010742,0.11978030204772949
10,10,36,0.029658794403076172,0.1310882568359375
10,10,37,0.026433944702148438,0.11823058128356934
10,10,38,0.03156781196594238,0.1137247085571289
10,10,39,0.031954050064086914,0.11756777763366699
10,10,40,0.03130459785461426,0.12086939811706543
10,10,41,0.02828049659729004,0.11492443084716797
10,10,42,0.031246185302734375,0.12435078620910645
10,10,43,0.02888798713684082,0.11528396606445312
10,10,44,0.030784130096435547,0.11307501792907715
10,10,45,0.030987024307250977,0.11044907569885254
10,10,46,0.02882218360900879,0.1290884017944336
10,10,47,0.030356884002685547,0.11552166938781738
10,10,48,0.03252768516540527,0.13443470001220703
10,10,49,0.030031442642211914,0.12597918510437012
10,10,50,0.03118157386779785,0.12002086639404297
10,15,1,0.03624272346496582,0.12060165405273438
10,15,2,0.037529945373535156,0.13433599472045898
10,15,3,0.036115407943725586,0.1446857452392578
10,15,4,0.03392386436462402,0.11942243576049805
10,15,5,0.032991647720336914,0.1292886734008789
10,15,6,0.0369410514831543,0.12586545944213867
10,15,7,0.034624338150024414,0.14426946640014648
10,15,8,0.035147905349731445,0.13133978843688965
10,15,9,0.0353546142578125,0.12190937995910645
10,15,10,0.03620290756225586,0.14302372932434082
10,15,11,0.03429055213928223,0.14207220077514648
10,15,12,0.03707432746887207,0.14632654190063477
10,15,13,0.04419422149658203,0.1449418067932129
10,15,14,0.042201995849609375,0.13111186027526855
10,15,15,0.03748822212219238,0.13146519660949707
10,15,16,0.04135537147521973,0.14247512817382812
10,15,17,0.04604744911193848,0.13725519180297852
10,15,18,0.036153316497802734,0.12265467643737793
10,15,19,0.03431510925292969,0.13319039344787598
10,15,20,0.038511037826538086,0.1336214542388916
10,15,21,0.044571638107299805,0.15046262741088867
10,15,22,0.0326383113861084,0.11737275123596191
10,15,23,0.035984039306640625,0.12623286247253418
10,15,24,0.034533023834228516,0.1402876377105713
10,15,25,0.03522920608520508,0.12827253341674805
10,15,26,0.03600263595581055,0.13814544677734375
10,15,27,0.03577232360839844,0.1437830924987793
10,15,28,0.03745770454406738,0.14206957817077637
10,15,29,0.0373837947845459,0.12927579879760742
10,15,30,0.03402090072631836,0.13208293914794922
10,15,31,0.03257894515991211,0.13018083572387695
10,15,32,0.035881757736206055,0.12046456336975098
10,15,33,0.03822445869445801,0.14516997337341309
10,15,34,0.033333778381347656,0.137617826461792
10,15,35,0.03747415542602539,0.1381525993347168
10,15,36,0.03703713417053223,0.13870787620544434
10,15,37,0.03935384750366211,0.14850568771362305
10,15,38,0.0376582145690918,0.13904953002929688
10,15,39,0.03541851043701172,0.11888980865478516
10,15,40,0.03570675849914551,0.13104486465454102
10,15,41,0.039721012115478516,0.13631963729858398
10,15,42,0.03525519371032715,0.1423799991607666
10,15,43,0.037526845932006836,0.12976884841918945
10,15,44,0.03595685958862305,0.12132048606872559
10,15,45,0.03634142875671387,0.12219977378845215
10,15,46,0.03780102729797363,0.1310138702392578
10,15,47,0.040139198303222656,0.1295914649963379
10,15,48,0.035720109939575195,0.12376570701599121
10,15,49,0.04262685775756836,0.14244675636291504
10,15,50,0.03682208061218262,0.14194345474243164
10,20,1,0.04474782943725586,0.1391894817352295
10,20,2,0.04390430450439453,0.14170217514038086
10,20,3,0.03988766670227051,0.12735676765441895
10,20,4,0.04461932182312012,0.15806937217712402
10,20,5,0.03837275505065918,0.14564061164855957
10,20,6,0.04143977165222168,0.1311049461364746
10,20,7,0.0400698184967041,0.1540992259979248
10,20,8,0.06728982925415039,0.16279196739196777
10,20,9,0.04056072235107422,0.1275639533996582
10,20,10,0.03908824920654297,0.14720535278320312
10,20,11,0.062180280685424805,0.14411187171936035
10,20,12,0.04094243049621582,0.14185738563537598
10,20,13,0.0384221076965332,0.138214111328125
10,20,14,0.06388211250305176,0.17128419876098633
10,20,15,0.042028188705444336,0.15426063537597656
10,20,16,0.046453237533569336,0.164595365524292
10,20,17,0.042037248611450195,0.1387958526611328
10,20,18,0.04620766639709473,0.15875816345214844
10,20,19,0.03900432586669922,0.14078712463378906
10,20,20,0.049875736236572266,0.1510934829711914
10,20,21,0.045510292053222656,0.1384744644165039
10,20,22,0.04648876190185547,0.14806818962097168
10,20,23,0.044309139251708984,0.15009093284606934
10,20,24,0.04139852523803711,0.14751553535461426
10,20,25,0.04215669631958008,0.15125417709350586
10,20,26,0.038895606994628906,0.13863301277160645
10,20,27,0.04878687858581543,0.16981863975524902
10,20,28,0.03957676887512207,0.15184545516967773
