n_scenarios,n_nodes,repetition,maxmin_time,minmax_regret_time,maxowa_time,minowa_regret_time
2,15,20,0.013419389724731445,0.03656482696533203,0.010379314422607422,0.03363513946533203
2,15,21,0.013019800186157227,0.03852272033691406,0.013505220413208008,0.038460731506347656
2,15,22,0.014208316802978516,0.03726911544799805,0.013522863388061523,0.03992486000061035
2,15,23,0.011682748794555664,0.03458213806152344,0.013716459274291992,0.03538250923156738
2,15,24,0.011031150817871094,0.03283977508544922,0.013671636581420898,0.03643298149108887
2,15,25,0.011467933654785156,0.02870941162109375,0.012209892272949219,0.030210018157958984
2,15,26,0.011592626571655273,0.033255577087402344,0.010388612747192383,0.03223562240600586
2,15,27,0.013246297836303711,0.03697013854980469,0.013333797454833984,0.03859376907348633
2,15,28,0.011101722717285156,0.029547929763793945,0.012400150299072266,0.03090071678161621
2,15,29,0.012404918670654297,0.029464006423950195,0.011722564697265625,0.030422210693359375
2,15,30,0.0141143798828125,0.03643655776977539,0.013500452041625977,0.03837323188781738
2,15,31,0.013512611389160156,0.0367124080657959,0.013459444046020508,0.04147076606750488
2,15,32,0.012356758117675781,0.029111862182617188,0.010947704315185547,0.029181957244873047
2,15,33,0.01212930679321289,0.0330960750579834,0.013161897659301758,0.03623461723327637
2,15,34,0.011118412017822266,0.03264117240905762,0.011354923248291016,0.03284430503845215
2,15,35,0.013473749160766602,0.0358729362487793,0.01346278190612793,0.036390066146850586
2,15,36,0.013582468032836914,0.036742448806762695,0.01367044448852539,0.038182973861694336
2,15,37,0.014797210693359375,0.03783822059631348,0.013647794723510742,0.037636756896972656
2,15,38,0.013230323791503906,0.03692626953125,0.013988733291625977,0.03656435012817383
2,15,39,0.011444091796875,0.03323817253112793,0.01401972770690918,0.04087543487548828
2,15,40,0.0117340087890625,0.02924036979675293,0.011400699615478516,0.0293886661529541
2,15,41,0.013634443283081055,0.03603816032409668,0.013522624969482422,0.0390017032623291
2,15,42,0.014153242111206055,0.03889060020446777,0.014611005783081055,0.042862653732299805
2,15,43,0.012701034545898438,0.029802560806274414,0.013349294662475586,0.036631107330322266
2,15,44,0.014011621475219727,0.03602242469787598,0.013550519943237305,0.037180185317993164
2,15,45,0.014877796173095703,0.03829216957092285,0.016177654266357422,0.040317535400390625
2,15,46,0.017966747283935547,0.048117876052856445,0.018026351928710938,0.050301313400268555
2,15,47,0.015315771102905273,0.03853964805603027,0.01602649688720703,0.039328813552856445
2,15,48,0.013605356216430664,0.03737187385559082,0.013137102127075195,0.03742790222167969
2,15,49,0.015760421752929688,0.04018545150756836,0.013271808624267578,0.035266876220703125
2,15,50,0.014879226684570312,0.03446698188781738,0.01340341567993164,0.03765749931335449
2,20,1,0.013273000717163086,0.036051034927368164,0.014346599578857422,0.03676748275756836
2,20,2,0.014619827270507812,0.035134077072143555,0.013843536376953125,0.03766202926635742
2,20,3,0.013461589813232422,0.03324389457702637,0.011872291564941406,0.034533023834228516
2,20,4,0.013298273086547852,0.03052973747253418,0.012177705764770508,0.03141665458679199
2,20,5,0.013576745986938477,0.030916452407836914,0.011296987533569336,0.030751943588256836
2,20,6,0.013231277465820312,0.03168177604675293,0.012933969497680664,0.03572654724121094
2,20,7,0.013331413269042969,0.037940025329589844,0.01583385467529297,0.04393196105957031
2,20,8,0.012790441513061523,0.03586149215698242,0.013890981674194336,0.03808331489562988
2,20,9,0.013570547103881836,0.03013157844543457,0.010972976684570312,0.029840469360351562
2,20,10,0.012547492980957031,0.03096461296081543,0.012232780456542969,0.031527042388916016
2,20,11,0.01172637939453125,0.03103327751159668,0.012785196304321289,0.03223919868469238
2,20,12,0.012022972106933594,0.03619980812072754,0.011455535888671875,0.034062862396240234
2,20,13,0.011720895767211914,0.03145408630371094,0.012659072875976562,0.033054351806640625
2,20,14,0.012206077575683594,0.030283451080322266,0.013017654418945312,0.032289743423461914
2,20,15,0.011615991592407227,0.034021615982055664,0.012102365493774414,0.037262678146362305
2,20,16,0.013382911682128906,0.03725790977478027,0.012166976928710938,0.03637337684631348
2,20,17,0.011971473693847656,0.0303497314453125,0.012954950332641602,0.03193187713623047
2,20,18,0.011786460876464844,0.035429954528808594,0.014079809188842773,0.03653216361999512
2,20,19,0.013711929321289062,0.03824949264526367,0.014200210571289062,0.03838849067687988
2,20,20,0.011776447296142578,0.029967546463012695,0.01095890998840332,0.0298001766204834
2,20,21,0.01295018196105957,0.034777164459228516,0.014291048049926758,0.04223895072937012
2,20,22,0.013128519058227539,0.03401660919189453,0.012269258499145508,0.0352015495300293
2,20,23,0.011869430541992188,0.030762910842895508,0.012159347534179688,0.031716108322143555
2,20,24,0.011929035186767578,0.03081536293029785,0.012928485870361328,0.03222775459289551
2,20,25,0.013179779052734375,0.03173685073852539,0.012781381607055664,0.03742623329162598
2,20,26,0.018403291702270508,0.04833078384399414,0.017680644989013672,0.05027914047241211
2,20,27,0.01755690574645996,0.03958272933959961,0.014903545379638672,0.03994560241699219
2,20,28,0.011592388153076172,0.030613422393798828,0.012133359909057617,0.03158092498779297
2,20,29,0.01583075523376465,0.03623819351196289,0.014396429061889648,0.03667712211608887
2,20,30,0.012802600860595703,0.029916048049926758,0.01176762580871582,0.030599594116210938
2,20,31,0.01183938980102539,0.035041093826293945,0.014042377471923828,0.03931307792663574
2,20,32,0.013103485107421875,0.030858516693115234,0.012097835540771484,0.031655073165893555
2,20,33,0.012757062911987305,0.03071117401123047,0.01219940185546875,0.031838417053222656
2,20,34,0.012527227401733398,0.03042745590209961,0.012959718704223633,0.0319674015045166
2,20,35,0.013450384140014648,0.036940574645996094,0.01209878921508789,0.03558802604675293
2,20,36,0.013187170028686523,0.030426502227783203,0.012505769729614258,0.03113245964050293
2,20,37,0.014722108840942383,0.03888416290283203,0.013866186141967773,0.039406538009643555
2,20,38,0.01581573486328125,0.03627896308898926,0.013887882232666016,0.03864645957946777
2,20,39,0.01157236099243164,0.030971050262451172,0.012953996658325195,0.0324711799621582
2,20,40,0.014428377151489258,0.03450894355773926,0.012250661849975586,0.037149667739868164
2,20,41,0.013681411743164062,0.03685474395751953,0.013965368270874023,0.03982186317443848
2,20,42,0.013602972030639648,0.036170244216918945,0.012220144271850586,0.037390947341918945
2,20,43,0.011656522750854492,0.030817031860351562,0.01274728775024414,0.03225088119506836
2,20,44,0.014636993408203125,0.03802061080932617,0.014048099517822266,0.0370943546295166
2,20,45,0.011539459228515625,0.03220033645629883,0.012151241302490234,0.033545732498168945
2,20,46,0.012063980102539062,0.030552148818969727,0.01213383674621582,0.030611038208007812
2,20,47,0.015535116195678711,0.03658866882324219,0.014754772186279297,0.03858470916748047
2,20,48,0.013721942901611328,0.03800010681152344,0.013908147811889648,0.037729740142822266
2,20,49,0.011509895324707031,0.03506135940551758,0.013583183288574219,0.03876805305480957
2,20,50,0.011962652206420898,0.030821561813354492,0.012114763259887695,0.030866384506225586
2,40,1,0.014990806579589844,0.038053274154663086,0.015244007110595703,0.039594411849975586
2,40,2,0.015833377838134766,0.03805804252624512,0.015411615371704102,0.039716482162475586
2,40,3,0.015541791915893555,0.03867483139038086,0.015613794326782227,0.040555715560913086
2,40,4,0.016874313354492188,0.046082258224487305,0.017113208770751953,0.05130600929260254
2,40,5,0.014477968215942383,0.03806900978088379,0.015455245971679688,0.03948569297790527
2,40,6,0.014281272888183594,0.04246187210083008,0.014249086380004883,0.03920483589172363
2,40,7,0.01476597785949707,0.03890180587768555,0.015124797821044922,0.040117740631103516
2,40,8,0.01473093032836914,0.04355812072753906,0.013878107070922852,0.043910980224609375
2,40,9,0.014737367630004883,0.03897857666015625,0.015934228897094727,0.0398097038269043
2,40,10,0.014143943786621094,0.040326595306396484,0.014470577239990234,0.04046630859375
2,40,11,0.01720738410949707,0.04379844665527344,0.016560077667236328,0.044580698013305664
2,40,12,0.01573657989501953,0.03827190399169922,0.014659404754638672,0.038953304290771484
2,40,13,0.014474630355834961,0.03788280487060547,0.014695167541503906,0.03898024559020996
2,40,14,0.015011072158813477,0.038169145584106445,0.01828742027282715,0.040030479431152344
2,40,15,0.0181119441986084,0.04747796058654785,0.018447160720825195,0.053049564361572266
2,40,16,0.014904022216796875,0.03886675834655762,0.016016006469726562,0.041051387786865234
2,40,17,0.01471090316772461,0.03918099403381348,0.014130592346191406,0.03913235664367676
2,40,18,0.014866828918457031,0.03938126564025879,0.015139341354370117,0.04003190994262695
2,40,19,0.017272472381591797,0.048465728759765625,0.017464876174926758,0.04978823661804199
2,40,20,0.014996767044067383,0.03897237777709961,0.015042543411254883,0.04006338119506836
2,40,21,0.016246557235717773,0.03916358947753906,0.015177488327026367,0.04050135612487793
2,40,22,0.015288114547729492,0.03959369659423828,0.015952348709106445,0.044152259826660156
2,40,23,0.020580530166625977,0.053148508071899414,0.020250797271728516,0.05484628677368164
2,40,24,0.016758203506469727,0.04289865493774414,0.017367839813232422,0.04497718811035156
2,40,25,0.016416549682617188,0.04717564582824707,0.015796899795532227,0.047522783279418945
2,40,26,0.01651144027709961,0.04328012466430664,0.01672983169555664,0.04423689842224121
2,40,27,0.01717662811279297,0.04351806640625,0.016850709915161133,0.04957413673400879
2,40,28,0.020907878875732422,0.05489826202392578,0.021152019500732422,0.05599641799926758
2,40,29,0.02044844627380371,0.05469155311584473,0.022309303283691406,0.05756044387817383
2,40,30,0.023839950561523438,0.06434297561645508,0.022296667098999023,0.06694412231445312
2,40,31,0.017534494400024414,0.05104470252990723,0.01680135726928711,0.0493161678314209
2,40,32,0.01634073257446289,0.042238473892211914,0.01559138298034668,0.042244911193847656
2,40,33,0.019697904586791992,0.05486655235290527,0.021694421768188477,0.06480240821838379
2,40,34,0.018170833587646484,0.0430605411529541,0.017449617385864258,0.04514288902282715
2,40,35,0.016397953033447266,0.04290604591369629,0.016835451126098633,0.04418158531188965
2,40,36,0.016331195831298828,0.04488968849182129,0.017335176467895508,0.04488396644592285
2,40,37,0.01921677589416504,0.05209040641784668,0.019987106323242188,0.05306124687194824
2,40,38,0.016241788864135742,0.04312491416931152,0.01754307746887207,0.04538440704345703
2,40,39,0.019881248474121094,0.0437777042388916,0.016620874404907227,0.04451179504394531
2,40,40,0.019494295120239258,0.05175495147705078,0.020480871200561523,0.0581507682800293
2,40,41,0.014430046081542969,0.03786730766296387,0.015439748764038086,0.039560556411743164
2,40,42,0.017469406127929688,0.047607421875,0.017737627029418945,0.048584938049316406
2,40,43,0.01594257354736328,0.04093217849731445,0.014352083206176758,0.039306640625
2,40,44,0.01673603057861328,0.04608416557312012,0.014951229095458984,0.045102596282958984
2,40,45,0.014911413192749023,0.03898429870605469,0.01572585105895996,0.04086565971374512
2,40,46,0.014778852462768555,0.03963780403137207,0.014301061630249023,0.03951883316040039
2,40,47,0.017290115356445312,0.04875302314758301,0.017042875289916992,0.047454833984375
2,40,48,0.014689207077026367,0.040932655334472656,0.015877485275268555,0.04300236701965332
2,40,49,0.015006542205810547,0.039106130599975586,0.014264822006225586,0.03924822807312012
2,40,50,0.018384933471679688,0.04660511016845703,0.017237186431884766,0.048253536224365234
2,80,1,0.02700519561767578,0.07100200653076172,0.02618885040283203,0.07683658599853516
2,80,2,0.025511980056762695,0.07122492790222168,0.02595233917236328,0.07151508331298828
2,80,3,0.025791406631469727,0.07152080535888672,0.03144645690917969,0.0739290714263916
2,80,4,0.026237964630126953,0.07085919380187988,0.026657581329345703,0.07171201705932617
2,80,5,0.025778532028198242,0.07625651359558105,0.025960206985473633,0.0710904598236084
2,80,6,0.02626967430114746,0.07139468193054199,0.026363611221313477,0.07728147506713867
2,80,7,0.0261077880859375,0.07122588157653809,0.026207923889160156,0.0725393295288086
2,80,8,0.026247024536132812,0.07084488868713379,0.032100677490234375,0.07371258735656738
2,80,9,0.02560901641845703,0.07248306274414062,0.025849103927612305,0.07224464416503906
2,80,10,0.025797128677368164,0.07668614387512207,0.026433944702148438,0.07149648666381836
2,80,11,0.02553558349609375,0.0722506046295166,0.024605751037597656,0.07613039016723633
2,80,12,0.028035879135131836,0.07854962348937988,0.028036117553710938,0.07993912696838379
2,80,13,0.027701616287231445,0.08188557624816895,0.028104305267333984,0.0915536880493164
2,80,14,0.02785491943359375,0.07893633842468262,0.027727842330932617,0.08048415184020996
2,80,15,0.02653646469116211,0.07724905014038086,0.02751636505126953,0.07480716705322266
2,80,16,0.025594472885131836,0.0715022087097168,0.025731801986694336,0.07199501991271973
2,80,17,0.026955127716064453,0.07186150550842285,0.027120351791381836,0.07278800010681152
2,80,18,0.025595664978027344,0.07211422920227051,0.026975154876708984,0.07733845710754395
2,80,19,0.026218175888061523,0.07178735733032227,0.027410268783569336,0.07410502433776855
2,80,20,0.02621746063232422,0.07715725898742676,0.026114225387573242,0.07253074645996094
2,80,21,0.02591419219970703,0.07187032699584961,0.026711702346801758,0.07254838943481445
2,80,22,0.029389381408691406,0.07178640365600586,0.024914979934692383,0.07146263122558594
2,80,23,0.026110172271728516,0.07184362411499023,0.024774551391601562,0.07657885551452637
2,80,24,0.025315523147583008,0.07154583930969238,0.02711009979248047,0.07184123992919922
2,80,25,0.025908231735229492,0.07608652114868164,0.027217626571655273,0.07286667823791504
2,80,26,0.025316953659057617,0.07186079025268555,0.02483391761779785,0.0699765682220459
2,80,27,0.030225753784179688,0.07182145118713379,0.02664971351623535,0.07199740409851074
2,80,28,0.026424407958984375,0.07108664512634277,0.02665877342224121,0.0769803524017334
2,80,29,0.025753021240234375,0.0713503360748291,0.0251004695892334,0.07076597213745117
2,80,30,0.026014328002929688,0.07551002502441406,0.027187585830688477,0.07271337509155273
2,80,31,0.025804996490478516,0.07184576988220215,0.025279521942138672,0.0712594985961914
2,80,32,0.030400991439819336,0.07143020629882812,0.027416706085205078,0.0717012882232666
2,80,33,0.02567911148071289,0.07191777229309082,0.02438211441040039,0.07562613487243652
2,80,34,0.025710344314575195,0.07099723815917969,0.02632880210876465,0.07180428504943848
2,80,35,0.025555133819580078,0.07672691345214844,0.026486635208129883,0.07414126396179199
2,80,36,0.02602386474609375,0.07465028762817383,0.027934789657592773,0.07866382598876953
2,80,37,0.02556777000427246,0.0765237808227539,0.025162935256958008,0.07020831108093262
2,80,38,0.02550983428955078,0.07200169563293457,0.026197433471679688,0.07687950134277344
2,80,39,0.026146888732910156,0.0709228515625,0.02644062042236328,0.07087016105651855
2,80,40,0.02760601043701172,0.07883524894714355,0.029601573944091797,0.07725644111633301
2,80,41,0.028468608856201172,0.08124017715454102,0.028131484985351562,0.08027887344360352
2,80,42,0.026065349578857422,0.08090758323669434,0.026773929595947266,0.07634091377258301
2,80,43,0.026553630828857422,0.07198596000671387,0.0272219181060791,0.08217453956604004
2,80,44,0.026134252548217773,0.07286596298217773,0.026778459548950195,0.07319998741149902
2,80,45,0.026502609252929688,0.0721282958984375,0.030163288116455078,0.07276654243469238
2,80,46,0.025360107421875,0.07196521759033203,0.026166200637817383,0.07377243041992188
2,80,47,0.02590489387512207,0.0762174129486084,0.026668548583984375,0.07382822036743164
2,80,48,0.026128053665161133,0.0709693431854248,0.026349544525146484,0.07691740989685059
2,80,49,0.02701878547668457,0.07390236854553223,0.02631974220275879,0.0746605396270752
2,80,50,0.028456926345825195,0.07826924324035645,0.0327763557434082,0.08018064498901367
2,120,1,0.045458078384399414,0.12246394157409668,0.05156898498535156,0.12823224067687988
2,120,2,0.044389963150024414,0.13243770599365234,0.044641971588134766,0.12549328804016113
2,120,3,0.044440269470214844,0.12256860733032227,0.04261159896850586,0.1273481845855713
2,120,4,0.044477224349975586,0.12668132781982422,0.04441428184509277,0.12132501602172852
2,120,5,0.04375004768371582,0.13178277015686035,0.044254302978515625,0.1189267635345459
2,120,6,0.04391121864318848,0.11824989318847656,0.041188716888427734,0.1277022361755371
2,120,7,0.04324960708618164,0.12778258323669434,0.04412245750427246,0.12122082710266113
2,120,8,0.04361772537231445,0.12991929054260254,0.04053163528442383,0.1272585391998291
2,120,9,0.04277348518371582,0.11818480491638184,0.04081416130065918,0.12285733222961426
2,120,10,0.04111337661743164,0.12301182746887207,0.04131460189819336,0.11787819862365723
2,120,11,0.04920220375061035,0.11808347702026367,0.04113125801086426,0.12518906593322754
2,120,12,0.04355788230895996,0.1171119213104248,0.041237831115722656,0.12352633476257324
2,120,13,0.04187130928039551,0.12434506416320801,0.03967452049255371,0.11581158638000488
2,120,14,0.0480654239654541,0.11893534660339355,0.04128456115722656,0.12627220153808594
2,120,15,0.04309797286987305,0.11716866493225098,0.04910922050476074,0.11847138404846191
2,120,16,0.04204726219177246,0.12282276153564453,0.04094338417053223,0.1160440444946289
2,120,17,0.042691707611083984,0.11727643013000488,0.04033660888671875,0.12528014183044434
2,120,18,0.0432586669921875,0.1185905933380127,0.04828953742980957,0.11795401573181152
2,120,19,0.04158902168273926,0.12434101104736328,0.04105544090270996,0.1171572208404541
2,120,20,0.04297304153442383,0.11893391609191895,0.04122805595397949,0.1245734691619873
2,120,21,0.04275321960449219,0.12446093559265137,0.04170989990234375,0.11632943153381348
2,120,22,0.042023420333862305,0.12451744079589844,0.040999650955200195,0.11676621437072754
2,120,23,0.04375910758972168,0.14479374885559082,0.048091888427734375,0.17285370826721191
2,120,24,0.05866432189941406,0.17691564559936523,0.05502200126647949,0.12317276000976562
2,120,25,0.04829668998718262,0.11731600761413574,0.04022955894470215,0.12284231185913086
2,120,26,0.04330706596374512,0.12009572982788086,0.04242086410522461,0.12672734260559082
2,120,27,0.04046368598937988,0.12323927879333496,0.03978371620178223,0.11636209487915039
2,120,28,0.04778122901916504,0.1151437759399414,0.04136967658996582,0.12471461296081543
2,120,29,0.042352914810180664,0.11592650413513184,0.04804825782775879,0.11864995956420898
2,120,30,0.04207110404968262,0.12286543846130371,0.04185152053833008,0.11754107475280762
2,120,31,0.04899191856384277,0.12549829483032227,0.044333696365356445,0.13637852668762207
2,120,32,0.04349803924560547,0.11610913276672363,0.047811269760131836,0.11832618713378906
2,120,33,0.04182744026184082,0.12353157997131348,0.04065847396850586,0.1168065071105957
2,120,34,0.04282522201538086,0.11721467971801758,0.040692806243896484,0.12377762794494629
2,120,35,0.0417938232421875,0.11601638793945312,0.04681563377380371,0.11676621437072754
2,120,36,0.040701866149902344,0.12306618690490723,0.04139351844787598,0.11760282516479492
2,120,37,0.042090415954589844,0.11538052558898926,0.03954744338989258,0.12383604049682617
2,120,38,0.04305696487426758,0.13034725189208984,0.0428929328918457,0.12540769577026367
2,120,39,0.041018009185791016,0.12380814552307129,0.04055905342102051,0.12259340286254883
2,120,40,0.04166388511657715,0.11611056327819824,0.0410311222076416,0.123077392578125
2,120,41,0.040966033935546875,0.12108874320983887,0.040816545486450195,0.11617040634155273
2,120,42,0.04900312423706055,0.12008786201477051,0.04039955139160156,0.12656331062316895
2,120,43,0.04215812683105469,0.11661791801452637,0.03971600532531738,0.12206220626831055
2,120,44,0.041669607162475586,0.12375664710998535,0.04080033302307129,0.11630749702453613
2,120,45,0.04839515686035156,0.11619305610656738,0.041612863540649414,0.12288141250610352
2,120,46,0.041929006576538086,0.11541604995727539,0.0471036434173584,0.11683464050292969
2,120,47,0.04289078712463379,0.12983226776123047,0.0424189567565918,0.12258148193359375
2,120,48,0.047238826751708984,0.11658310890197754,0.0402987003326416,0.12369823455810547
2,120,49,0.04118800163269043,0.11499452590942383,0.04669451713562012,0.11778497695922852
2,120,50,0.041225433349609375,0.12552666664123535,0.04099631309509277,0.11684203147888184
2,160,1,0.0701148509979248,0.20763874053955078,0.06813240051269531,0.20648574829101562
2,160,2,0.06589269638061523,0.1956195831298828,0.06598424911499023,0.20331072807312012
2,160,3,0.06635570526123047,0.19568848609924316,0.06564664840698242,0.1953296661376953
2,160,4,0.0650177001953125,0.19828200340270996,0.06683182716369629,0.19609761238098145
2,160,5,0.0706789493560791,0.19733715057373047,0.0669548511505127,0.19707632064819336
2,160,6,0.06563735008239746,0.19404959678649902,0.06792378425598145,0.19752049446105957
2,160,7,0.07255196571350098,0.18965744972229004,0.07106566429138184,0.2011423110961914
2,160,8,0.06516885757446289,0.1971909999847412,0.0659172534942627,0.1957111358642578
2,160,9,0.07512784004211426,0.19060182571411133,0.07278060913085938,0.1897132396697998
2,160,10,0.0659952163696289,0.20192480087280273,0.06658148765563965,0.20000600814819336
2,160,11,0.06654763221740723,0.19717907905578613,0.0763554573059082,0.19450950622558594
2,160,12,0.06611847877502441,0.19395661354064941,0.0659489631652832,0.20261168479919434
2,160,13,0.06513357162475586,0.19719934463500977,0.0653066635131836,0.19684195518493652
2,160,14,0.06605792045593262,0.19686484336853027,0.06564927101135254,0.19638895988464355
2,160,15,0.06574034690856934,0.1961517333984375,0.06617140769958496,0.19660568237304688
2,160,16,0.07069802284240723,0.18875575065612793,0.06853175163269043,0.19721317291259766
2,160,17,0.0648348331451416,0.19185829162597656,0.06391119956970215,0.19163107872009277
2,160,18,0.07407975196838379,0.19020724296569824,0.07185983657836914,0.19258546829223633
2,160,19,0.0657505989074707,0.19858741760253906,0.06656694412231445,0.19563865661621094
2,160,20,0.06564068794250488,0.19256329536437988,0.07442522048950195,0.1953885555267334
2,160,21,0.06539487838745117,0.19168305397033691,0.06636524200439453,0.1978771686553955
2,160,22,0.06508851051330566,0.19317889213562012,0.06475257873535156,0.19440269470214844
2,160,23,0.06543970108032227,0.1959855556488037,0.06612014770507812,0.19530034065246582
2,160,24,0.06574130058288574,0.19992852210998535,0.06586694717407227,0.19642877578735352
2,160,25,0.07104754447937012,0.19999337196350098,0.06575274467468262,0.19799566268920898
2,160,26,0.06582307815551758,0.19500422477722168,0.06667089462280273,0.20206236839294434
2,160,27,0.07400679588317871,0.1898648738861084,0.07234358787536621,0.19036602973937988
2,160,28,0.06561684608459473,0.19840359687805176,0.06619906425476074,0.1965627670288086
2,160,29,0.06608200073242188,0.1930856704711914,0.07235479354858398,0.18904852867126465
2,160,30,0.06775307655334473,0.1913759708404541,0.0651700496673584,0.19677472114562988
2,160,31,0.06562089920043945,0.1944739818572998,0.06557178497314453,0.1960456371307373
